0.340188,-0.105617,0.283099,0.298440,0.411647,-0.302449,-0.164777,0.268230,-0.222225,0.053970,-0.022603,0.128871,-0.135216,0.013401,0.452230,0.416195,0.135712,0.217297,-0.358397,0.106969,-0.483699,-0.257113,-0.362768,0.304177,-0.343321,-0.099056,-0.370210,-0.391191,0.498924,-0.281743,0.012932,0.339112,
0.171543,-0.208498,0.072902,0.040671,-0.067427,0.462706,-0.151311,0.254527,-0.001084,0.335205,-0.030684,0.325016,-0.243914,-0.157819,0.307007,0.348214,-0.374291,0.460479,0.104492,-0.408584,-0.270587,0.151893,0.377588,-0.195345,-0.459953,-0.445547,-0.066900,-0.399969,-0.301141,0.492696,0.418094,0.359424,
-0.017105,-0.022054,-0.425527,0.301195,-0.103785,0.136330,0.350380,-0.569065,-0.135954,0.698778,0.683872,-0.035127,-0.351096,0.276008,0.162458,-0.445916,0.550595,-0.422875,0.285203,0.423202,0.686679,0.004966,-0.344500,0.393506,-0.310095,0.410339,0.386049,0.218445,-0.046599,0.467157,-0.054470,0.505484,
-0.170784,0.379404,0.384089,0.351477,-0.067605,-0.206199,0.536851,0.410971,-0.397141,0.523175,0.614661,-0.168138,0.156380,-0.137377,0.328981,-0.314356,0.220237,-0.246625,-0.179063,-0.219203,0.217014,-0.014502,-0.399562,0.068127,-0.519699,-0.216637,-0.078285,0.149774,0.389200,0.632954,0.290055,-0.062914,
0.367790,-0.068343,-0.430285,-0.334102,0.072973,-0.014986,-0.145295,0.539381,-0.666767,0.689414,0.400171,-0.104678,-0.323657,0.448479,-0.370647,0.001267,0.117539,-0.609916,0.257402,0.202067,0.251337,0.291081,0.055790,-0.051983,-0.744477,-0.264572,-0.312006,-0.485152,-0.695693,-0.342917,0.310425,0.491656,
0.272685,0.263192,-0.710133,-0.587862,0.790961,0.034234,0.977854,0.131171,0.147318,0.111145,0.849478,-0.942464,-0.304940,0.037320,0.531547,-0.559237,0.043608,-1.041484,-0.036881,0.117013,0.370751,-0.453303,0.046740,0.267126,-0.280927,-0.182168,-0.410398,-0.153175,-0.451116,0.268797,0.436755,0.778771,
0.299562,0.148386,-0.710856,0.189951,0.340351,0.543542,0.608703,0.620453,0.338392,0.466357,0.466965,0.110222,0.189817,-0.159708,-0.178340,0.059069,0.542762,-0.600221,-0.037751,-0.309349,0.451493,-0.156717,0.136687,0.179857,-0.200999,-0.304985,-0.484223,0.158877,-0.393981,-0.007098,0.016717,0.383265,
-0.247254,0.051603,0.183671,-0.386228,-0.043992,0.118538,0.488926,0.002530,-0.156114,0.355098,-0.110620,-0.511288,-0.164553,0.062598,0.260201,-0.304202,0.172914,0.018228,-0.106497,-0.207158,0.242869,-0.284205,0.112970,-0.344583,-0.016325,0.140013,0.189007,0.176292,-0.175969,-0.379290,0.069816,0.108396,
0.235410,-0.172350,0.244091,-0.298231,0.421042,0.187220,0.151423,-0.239366,0.031063,-0.411546,-0.236570,0.377916,0.186015,-0.402735,-0.391190,-0.138333,0.080543,0.093112,0.164901,-0.211578,0.276066,-0.210927,-0.170117,-0.311864,0.483285,-0.500814,0.322325,-0.179263,-0.312647,-0.068444,0.460696,0.420514,
0.509485,0.126192,-0.473288,0.279923,-0.328997,0.198373,0.578707,0.166261,0.261602,-0.097644,0.640791,-0.087370,-0.333888,0.528010,0.334852,0.207178,0.298102,0.163682,-0.003281,-0.199012,0.470473,-0.110881,-0.060670,0.016502,-0.195104,-0.039841,-0.419047,0.222310,0.102594,-0.256015,0.303445,0.088490,
0.602099,0.142214,0.107713,-0.286276,-0.162974,-0.350575,-0.404038,-0.206231,-0.344431,0.876838,1.198937,-0.088762,0.283565,0.694719,-0.045377,-0.395855,0.407269,0.130031,0.483743,-0.193491,-0.059954,-0.226991,-0.470097,-0.236022,-0.541364,-0.106455,-0.533342,-1.039154,-0.215148,0.503863,0.277049,-0.002603,
0.043301,0.355839,-0.061963,-0.455576,0.294097,0.094064,-0.051024,0.049380,0.079493,0.278678,0.435420,-0.387751,-0.098728,-0.152130,0.649785,-0.248069,0.311130,-0.444162,0.531904,-0.269406,0.141192,-0.201175,0.090531,0.347885,-0.035718,-0.291935,0.275892,0.144228,-0.340340,0.286515,0.087745,0.035003,
-0.615108,0.171367,0.025929,-0.740007,-0.475429,0.008511,0.311952,0.183275,0.332255,0.258474,0.180385,-0.718629,-0.034628,0.163110,0.314164,-0.413152,-0.333011,-0.172740,0.399533,0.079822,0.502400,-0.242295,-0.259261,-0.395219,-0.131819,0.408905,0.286617,0.266270,-0.074696,0.622339,-0.001186,-0.238017,
-0.754328,-0.260552,0.642712,-0.670761,0.200924,0.027761,0.472096,-0.108585,-0.260348,0.854968,0.683254,0.268364,0.208311,-0.453394,-0.427272,0.526867,0.470705,0.041891,-0.134604,-0.389900,-0.228974,-0.383086,-0.277557,-0.645838,-0.332231,0.626662,-0.486949,-0.472220,-0.340605,0.038460,0.416529,-0.340548,
0.009634,-0.316260,-0.097822,-0.413938,-0.194490,-0.060177,-0.202866,0.308196,-0.303429,0.116892,-0.027019,0.257650,0.135517,0.235961,0.072013,-0.189403,0.311329,-0.365955,-0.021259,0.311008,0.242402,0.186024,-0.029499,0.074446,-0.185433,0.174344,0.359703,0.364585,-0.399705,-0.641733,-0.309809,-0.080478,
-0.340651,0.125912,0.159637,0.082439,-0.535394,-0.477229,-0.174011,-0.210051,0.156026,0.351257,-0.345959,-0.175468,0.151944,0.360802,0.068531,-0.206203,0.398793,-0.262734,-0.385809,-0.002634,0.341968,0.212098,0.392906,-0.248760,-0.051236,0.158632,0.394130,0.103629,0.217705,0.373664,-0.294806,0.376019,
0.049628,0.433296,-0.008159,0.051715,0.441466,0.298740,0.315568,0.093655,0.157449,0.490266,0.430962,-0.174002,0.375184,0.087173,0.139641,0.262159,0.273398,0.290463,-0.238122,0.103973,-0.030000,-0.335999,0.295713,0.365973,0.372872,0.164791,-0.084619,0.117141,0.097707,0.145983,0.038648,-0.349327,
